Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
A Foul Sack	OHaUH	OHaUH0049	49	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9002			When Sacked: Attach to the character (excluding Gandalf) with the most attachments without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
A Worn Sack	OHaUH	OHaUH0050	50	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9012			When Sacked: Attach to hero with the most resources without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
Lots or None at All	OHaUH	OHaUH0051	51	The Hobbit - Over Hill and Under Hill	Treachery									We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9059			When Revealed: If there is a Troll enemy in the staging area, Sack 1. If there are no Troll enemies in the staging area, this card gains Doomed 2.	Shadow: If the attacking enemy is a Troll, Sack 1. (The first player may spend 1 Í resource to cancel this effect.)
A Nice Pickle	OHaUH	OHaUH0052	52	The Hobbit - Over Hill and Under Hill	Treachery									We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9004			When Revealed: Place the top X cards of the encounter discard pile on the bottom of the encounter deck. X is equal to twice the number of players in the game.	Shadow: Shuffle this card into the encounter deck.
Roast Em or Boil Em	OHaUH	OHaUH0053	53	The Hobbit - Over Hill and Under Hill	Treachery									We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9071			When Revealed: Deal 1 damage to each ally. (2 damage instead if there is a Troll enemy in the staging area.)	Shadow: Search the encounter deck for Troll Camp and add it to the staging area. Then, shuffle the encounter deck.
Hungry Troll	OHaUH	OHaUH0054	54	The Hobbit - Over Hill and Under Hill	Treachery									We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9051			When Revealed: The first player chooses a Troll enemy in the staging area and engages that enemy. If there are no Troll enemies in the staging area, this card gains Surge.	Shadow: Deal 4 damage to each character with a Sack card attached. (The first player may spend 2 Í resources to cancel this effect.)
No Campfire	OHaUH	OHaUH0055	55	The Hobbit - Over Hill and Under Hill	Treachery									Western Lands					51223bd0-ffd1-11df-a976-1801204c9061			When Revealed: Each player must choose one: increase his threat by 4, or reveal an additional encounter card from the encounter deck and add it to the staging area.	Shadow: The defending player raises his threat by 2.
Wind-whipped Rain	OHaUH	OHaUH0056	56	The Hobbit - Over Hill and Under Hill	Treachery									Western Lands					51223bd0-ffd1-11df-a976-1801204c9093			When Revealed: Discard all non-treasure, non-objective attachments in play.	Shadow: The defending character gets -1 Ú.
More Like a Grocer	OHaUH	OHaUH0057	57	The Hobbit - Over Hill and Under Hill	Treachery									Western Lands					51223bd0-ffd1-11df-a976-1801204c9060			When Revealed: Discard all Í resources.	Shadow: Resolve this card's "When Revealed" effect.
Goblin Axeman	OHaUH	OHaUH0058	58	The Hobbit - Over Hill and Under Hill	Enemy			Goblin. Orc.			1	2	2	Misty Mountain Goblins	2	25			51223bd0-ffd1-11df-a976-1801204c9038			Goblin Axeman gets +1 Û for each Cave location in play.	Shadow: Defending character gets -1 Ú.
Goblin Miners	OHaUH	OHaUH0059	59	The Hobbit - Over Hill and Under Hill	Enemy			Goblin. Orc.			2	0	2	Misty Mountain Goblins	2	25			51223bd0-ffd1-11df-a976-1801204c9041			Goblin Miners gets +1 Ú for each Cave location in play.	Shadow: attacking enemy gets +1 Û.
Goblin Runners	OHaUH	OHaUH0060	60	The Hobbit - Over Hill and Under Hill	Enemy			Goblin. Orc.			3	1	2	Misty Mountain Goblins	1	20			51223bd0-ffd1-11df-a976-1801204c9042				Shadow: attacking enemy makes an additional attack immediately after this one. (Deal a new shadow card for that attack.)
Goblin Driver	OHaUH	OHaUH0061	61	The Hobbit - Over Hill and Under Hill	Enemy			Goblin. Orc.			2	2	3	Misty Mountain Goblins	3	30			51223bd0-ffd1-11df-a976-1801204c9040			When Revealed: The first player exhausts 1 character he controls.	Shadow: Defending player exhausts 1 character he controls.
Goblin Bent-Swords	OHaUH	OHaUH0062	62	The Hobbit - Over Hill and Under Hill	Enemy			Goblin. Orc.			3	2	3	The Great Goblin	2	33			51223bd0-ffd1-11df-a976-1801204c9039			If The Great Goblin is in the victory display, this card gains surge.	Shadow: attacking enemy gets +1 Û. (+2 Û instead if The Great Goblin is in the victory display.)
The Great Goblin	OHaUH	OHaUH0063	63	The Hobbit - Over Hill and Under Hill	Enemy		‰	Goblin. Orc.			5	2	8	The Great Goblin	3	15		3	51223bd0-ffd1-11df-a976-1801204c9078			Forced: After The Great Goblin attacks, discard X cards from the encounter deck where X is the number of players in the game. Add each Goblin enemy discarded by this effect to the staging area.	
Stone-Giant	OHaUH	OHaUH0064	64	The Hobbit - Over Hill and Under Hill	Enemy			Giant.			6	3	9	Over the Misty Mountains Grim	4	40			51223bd0-ffd1-11df-a976-1801204c9076			While at least one Stone-Giant is in the staging area, the Galloping Boulders card gains surge.Forced: After Stone-Giant engages a player, that player chooses and discards 1 ally he controls.	
The Goblins Caves	OHaUH	OHaUH0065	65	The Hobbit - Over Hill and Under Hill	Location			Cave.						Misty Mountain Goblins	3		3		51223bd0-ffd1-11df-a976-1801204c9077			While The Goblins' Caves is the active location, Goblin enemies get +1 $.	Shadow: Defending player raises his threat by X. X is the number of Goblin enemies engaged with him.
Front Porch	OHaUH	OHaUH0066	66	The Hobbit - Over Hill and Under Hill	Location			Cave.						The Great Goblin	4		4		51223bd0-ffd1-11df-a976-1801204c9034			While Front Porch is the active location, players cannot attack Goblin enemies.Action: The first player may spend 2 Í resources to treat Front Porch's printed text box as if it were blank until the end of the round.	
Great Cavern Room	OHaUH	OHaUH0067	67	The Hobbit - Over Hill and Under Hill	Location			Cave.						The Great Goblin	2		3		51223bd0-ffd1-11df-a976-1801204c9045			While Great Cavern Room is the active location, it gains: "Forced: After a player engages a Goblin enemy, he must deal 1 damage to a character he controls."Forced: When faced with the option to travel, if The Great Goblin is in the victory display the players must travel to Great Cavern Room if able.	
Overhanging Rock	OHaUH	OHaUH0068	68	The Hobbit - Over Hill and Under Hill	Location			Mountain.						Over the Misty Mountains Grim	2		3		51223bd0-ffd1-11df-a976-1801204c9068			While Overhanging Rock is the active location, it gains: "Action: Spend 1 Í resource to look at the top 2 cards of your deck. Add 1 of those to your hand and discard the other."	
The High Pass	OHaUH	OHaUH0069	69	The Hobbit - Over Hill and Under Hill	Location		‰	Mountain.						Over the Misty Mountains Grim	X		5		51223bd0-ffd1-11df-a976-1801204c9079			X is the number of players in the game.Forced: At the end of the round, remove X progress tokens from the current quest.	
Grip grab! Pinch nab!	OHaUH	OHaUH0070	70	The Hobbit - Over Hill and Under Hill	Treachery									Misty Mountain Goblins					51223bd0-ffd1-11df-a976-1801204c9047			When Revealed: Starting with the first player, each player must choose 1 Goblin enemy from the discard pile and add it to the staging area.	Shadow: Defending player deals damage among characters he controls equal to the number of Goblin enemies engaged with him.
Chaos in the Cavern	OHaUH	OHaUH0071	71	The Hobbit - Over Hill and Under Hill	Treachery									The Great Goblin					51223bd0-ffd1-11df-a976-1801204c9022			When Revealed: All engaged enemies return to the staging area. Then, each Goblin enemy gets +1 $ until the end of the phase.	Shadow: attacking enemy is returned to the staging area after its attack resolves.
Galloping Boulders	OHaUH	OHaUH0072	72	The Hobbit - Over Hill and Under Hill	Treachery									Over the Misty Mountains Grim					51223bd0-ffd1-11df-a976-1801204c9035			When Revealed: The first player chooses a questing character. That character takes 3 damage and is removed from the quest.	Shadow: Put this card on top of the encounter deck.
Guffawing of Giants	OHaUH	OHaUH0073	73	The Hobbit - Over Hill and Under Hill	Treachery									Over the Misty Mountains Grim					51223bd0-ffd1-11df-a976-1801204c9048			When Revealed: The first player chooses 1 Stone-giant in the staging area. At the end of the quest phase, that Stone-giant engages the player with the highest threat. If there are no Stone-giant cards in the staging area, search the encounter deck for 1 Stone-giant and add it to the staging area.	
Gollum	OHaUH	OHaUH0074	74	The Hobbit - Over Hill and Under Hill	Enemy		‰	Gollum.			2	3	5	Dungeons Deep and Caverns Dim	0	50			51223bd0-ffd1-11df-a976-1801204c9044			Forced: After the first player answers a riddle and fails to find at least 1 match, Gollum attacks Bilbo Baggins. (Do not deal a shadow card for this attack.)	
Great Gray Wolf	OHaUH	OHaUH0075	75	The Hobbit - Over Hill and Under Hill	Enemy			Creature.			5	2	5	Dungeons Deep and Caverns Dim	4	30			51223bd0-ffd1-11df-a976-1801204c9046			Forced: If Great Gray Wolf is dealt a shadow card with a riddle, return all Creature enemies to the staging area at the end of the combat phase.Riddle: The first player names a card type, sphere and cost, shuffles his deck, then discards the top 3 cards. For each of those cards that matches all three items, place 1 progress token on stage 2.	
Wild Wargs	OHaUH	OHaUH0076	76	The Hobbit - Over Hill and Under Hill	Enemy			Creature.			3	2	3	Dungeons Deep and Caverns Dim	3	25			51223bd0-ffd1-11df-a976-1801204c9091			Forced: If Wild Wargs is dealt a shadow card with a riddle, it gets +2 Û.Riddle: The first player names a card type, shuffles his deck, and discards the top 2 cards. For each of those cards that matches, place 1 progress token on stage 2.	
The Wargs Glade	OHaUH	OHaUH0077	77	The Hobbit - Over Hill and Under Hill	Location			Forest.						Dungeons Deep and Caverns Dim	2		4		51223bd0-ffd1-11df-a976-1801204c9082			Forced: After a character takes damage from an attack made by a Creature enemy, remove 1 progress from the current quest.Riddle: The first player names a sphere, shuffles his deck, and discards the top card. For each of those cards that matches, place 1 progress token on stage 2.	
Lake in the Cavern	OHaUH	OHaUH0078	78	The Hobbit - Over Hill and Under Hill	Location		‰	Cave.						Dungeons Deep and Caverns Dim	X		0		51223bd0-ffd1-11df-a976-1801204c9056			Players cannot travel here.Immune to player card effects.Forced: After players advance to stage 3, remove Lake in the Cavern from the game.	
Bilbos Magic Ring	OHaUH	OHaUH0079	79	The Hobbit - Over Hill and Under Hill	Objective		‰	Artifact. Ring.						Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9018			Action: When answering a riddle, spend 1 Í resource to discard an additional player card from the top of your deck.Action: Exhaust Bilbo's Magic Ring and raise each player's threat by 2 to add 1 Í resource to Bilbo Baggins' resource pool.	
Come down little bird	OHaUH	OHaUH0080	80	The Hobbit - Over Hill and Under Hill	Treachery									Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9023			When Revealed: Starting with the first player, each player must search the encounter deck and encounter discard pile for 1 Creature enemy and put it into play engaged with him. Then, shuffle the encounter deck.Riddle: The first player names a card type and cost, shuffles his deck, then discards the top 3 cards. For each of those cards that matches both items, place 1 progress token on stage 2.	
It Likes Riddles	OHaUH	OHaUH0081	81	The Hobbit - Over Hill and Under Hill	Treachery									Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9054			When Revealed: The first player must choose to answer the riddle on this card. If he finds at least 1 match, discard cards from the encounter deck until another card with a riddle is discarded. Then, answer that riddle.Riddle: The first player names a cost, shuffles his deck, then discards the top 2 cards. For each of those cards that matches, place 1 progress token on stage 2.	
Hiding in the Trees	OHaUH	OHaUH0082	82	The Hobbit - Over Hill and Under Hill	Treachery									Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9049			When Revealed: Characters get -1 Ò and cannot attack until the end of the round.Riddle: The first player names a card type and sphere, shuffles his deck, then discards the top 3 cards. For each of those cards that matches both items, place 1 progress token on stage 2.	
Whats In My Pocket	OHaUH	OHaUH0083	83	The Hobbit - Over Hill and Under Hill	Treachery									Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9090			When Revealed: The first player must choose to answer the riddle on this card. This effect cannot be canceled.Riddle: The first player names a sphere and cost, shuffles his deck, then discards the top 2 cards. For each of those cards that matches both items, place 1 progress token on stage 2.	
Not fair! Not fair!	OHaUH	OHaUH0084	84	The Hobbit - Over Hill and Under Hill	Treachery									Dungeons Deep and Caverns Dim					51223bd0-ffd1-11df-a976-1801204c9063			When Revealed: The first player names a card type and then discards the top 3 cards of the encounter deck. For each of those cards that does not match the named type, remove 1 progress token from stage 2. This effect cannot be canceled.	
The Uruk-hai	TUhN	TUhN0001	1	The Treason of Saruman - Nightmare	Nightmare									The Uruk-hai - Nightmare		A			94923076-b890-4a15-b576-5bba2e2ab2b4			Begin with the standard quest deck and encounter deck for The Uruk-hai scenario.Remove the following cards, in the specified quantities, from the encounter deck:3x The Uruk-hai Fighter1x Snaga2x Eastemnet2x Plains of Rohan3x The Wold2x Unseen BarrierThen, shuffle the encounter cards in this Nightmare Deck into the remainder of the standard The Uruk-hai encounter deck.Finally, flip this setup card over and place it next to the quest deck. Its effect remains active through the game, which is now ready to begin.	
Mauhur	TUhN	TUhN0002	2	The Treason of Saruman - Nightmare	Enemy		‰	Orc. Uruk-hai.			5	2	4	The Uruk-hai - Nightmare	4	24		4	36384b25-2c8d-4999-9c38-70a461a45518			Forced: After Mauhúr attacks, increase the pursuit value by 1.	
Lugdush	TUhN	TUhN0003	3	The Treason of Saruman - Nightmare	Enemy		‰	Orc. Uruk-hai.			4	2	5	The Uruk-hai - Nightmare	3	32		3	7595e0f2-391c-4c39-9147-888d53031784			While Lugdush is engaged with a player, each other enemy cannot take damage.	If attacking enemy is unique, it cannot take damage until the end of the round.
Orc of the White Hand	TUhN	TUhN0004	4	The Treason of Saruman - Nightmare	Enemy			Orc. Uruk-hai.			3	1	3	The Uruk-hai - Nightmare	3	28			5b883ef3-a7f1-4c88-870b-af254e9d2151			Forced: After Orc of the White Hand attacks and destroys a character, increase the pursuit value by 1.	If this attack destroys a character, increase the pursuit value by 1.
Wold of Rohan	TUhN	TUhN0005	5	The Treason of Saruman - Nightmare	Location			Plains. Hills.						The Uruk-hai - Nightmare	5		5		a58a4337-b935-4b6c-b6fb-72e71e8bb9a8			Action: Increase the pursuit value by 1 to place 1 progress on Wold of Rohan.	Discard a non-objective attachment you control.
